Kod;Nazwa;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
0;POLSKA;381415;368028;363220;359486;365230;363522;368285;369686;377226;379399;384940;378478;375501;384788;387312;376467;394921;388009;402852;414200;409709;477355;519517;448448;409036;
