"Kod";"Nazwa";"ogółem;kobiety ogółem;mężczyźni ogółem;2010;[-]";"ogółem;kobiety ogółem;mężczyźni ogółem;2011;[-]";"ogółem;kobiety ogółem;mężczyźni ogółem;2012;[-]";"ogółem;kobiety ogółem;mężczyźni ogółem;2013;[-]";"ogółem;kobiety ogółem;mężczyźni ogółem;2014;[-]";"ogółem;kobiety ogółem;mężczyźni ogółem;2015;[-]";"ogółem;kobiety ogółem;mężczyźni ogółem;2016;[-]";"ogółem;kobiety ogółem;mężczyźni ogółem;2017;[-]";"ogółem;kobiety ogółem;mężczyźni ogółem;2018;[-]";"ogółem;kobiety ogółem;mężczyźni ogółem;2019;[-]";"ogółem;kobiety ogółem;mężczyźni ogółem;2020;[-]";"ogółem;kobiety ogółem;mężczyźni ogółem;2021;[-]";"ogółem;kobiety ogółem;mężczyźni ogółem;2022;[-]";"ogółem;kobiety ogółem;mężczyźni ogółem;2023;[-]";
0000000;"POLSKA";61300;64594;64432;66132;65761;67296;63497;65257;62843;65341;51164;60687;60162;56892;
